Human	What robust U.S. President imported his own instructor after seeing a judo match ?
Location	What country was Hitler the chancellor of ?
Human	Who won the 1968 California Democratic primary ?
Human	Name the scar-faced bounty hunter of The Old West .
Description	How do you find out what is allowed to claim as a contibution for income tax purposes ?
Human	Who was Buffalo Bill ?
Description	How do they find or choose witnesses to an execution ?
Entity	What are the names of all the U.S. Navy aircraft carriers ?
Numeric	How many layers does a bottle of Yoo-Hoo settle into ?
Description	What does Lloyd 's Lutine Bell announce ?
Entity	What is the Scotch `` for people who know the difference '' ?
Description	What ever happened to the once popular Yale Lock Company ?
Human	What has been the most common Christian name of U.S. presidents ?
Entity	What book does Holden Caulfield appear in ?
Numeric	How many children under 18 are victims of some sort of Physical Abuse each year ?
Human	What Japanese electronics company was named for a coastal city northeast of Tokyo ?
Human	Name the blind sculptress in love with the Fantastic Four 's Thing .
Description	How do you get a pointsettia to turn red ?
Entity	Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?
Numeric	How many stars are there on the Soviet Union 's flag ?
Human	What fruit-topped actress was known as The Brazilian Bombshell ?
Human	Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?
Numeric	What was the number of people that Randy Steven Craft was convicted of killing ?
Description	How does a small businessman contact the Good Humor Ice Cream company to do business with them ?
Entity	What series of trials followed World War II ?
Abbreviation	What does the acronym CPR mean ?
Human	Who was considered to be the father of psychology ?
Description	How do they get Teflon to stick to the pan ?
Description	How do telephones work ?
Description	What is June 's birthstone ?
Entity	What is the name for clouds that produce rain ?
Numeric	How many people did Randy Craft kill ?
Entity	What does a resurrectionist steal ?
Human	Who made the musical plea Be True to Your School ?
Numeric	How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?
Entity	What color are a cherry tree 's flowers ?
Abbreviation	What does the abbreviation cwt. ?
Description	What does Elysium mean ?
Description	What was the Long March in China ?
Description	What is the origin of the term `` The Brooklyn Side '' in bowling ?
Human	Who is the worst US President ever ?
Human	Who used AuH2O as an election slogan ?
Entity	What weapon is the mythological character Apollo most proficient with ?
Description	What is the origin of U.S. Army sergeant 's stripes ?
Entity	What color were their horses ?
Description	How does an ion drive work ?
Human	What college football team did Knute Rockne build into a power ?
Numeric	How many small businesses are there in the U.S .
Entity	Which infectious disease kills the most people worldwide ?
Numeric	How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?
Entity	What are the most common breeding birds in the U.S. ?
Entity	What Hermann Hesse book gave its name to a rock group ?
Description	Why is Indiglo called Indiglo ?
Numeric	How many people die from tuberculosis each year ?
Human	Who fired Maria Ybarra from her position in San Diego council ?
Entity	What Ernest Hemingway novel had the working title Fiesta ?
Numeric	When was Berlin 's Brandenburg gate erected ?
Description	What facial feature typically contains about 55 hairs ?
Numeric	What date is Boxing Day ?
Description	What is the history of Spartacus , the Roman slave and gladiator ?
Human	Who was the last woman executed in England ?
Description	What personality traits are Capricorns said to have ?
Entity	The operating system that runs on IBM-compatible machines is called what ?
Numeric	By how much will the California state gas tax rise by the year 2000 ?
Entity	What is the name of the kids ' show from Canadian Public TV with the singing pineapple ?
Description	What is the Order of the Arrow in Boy Scouts ?
Description	What is Linux ?
Description	What are shooting stars ?
Description	What are liver enzymes ?
Human	Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?
Entity	What is the most heavily caffeinated soft drink ?
Entity	Which type of submarine was bought recently by South Korea ?
Location	What river runs through Colorado , Kansas , and Oklahoma ?
Description	What is the difference between hair and fur ?
Numeric	What century 's the setting for TV 's The Adventures of Robin Hood ?
Numeric	When did the neanderthal man live ?
Location	Where is the biggest bell ?
Location	Where can I find a `` Fifth Element '' screensaver ?
Entity	What letter is to the right of K on a typewriter keyboard ?
Description	What is the history of Buffalo chicken wings ?
Abbreviation	What does JESSICA mean ?
Entity	What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?
Human	Who built the first successful stern wheel steamboat ?
Human	What piano company claims its product is the `` Instrument of the immortals '' ?
Location	What bay divides Maryland 's Eastern and Western Shores ?
Description	Why does it say on children 's cough syrup not to drive while using this medication ?
Numeric	What is the weight of a teaspoon of matter in a black hole ?
Entity	Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?
Human	Who wrote ` Hamlet ' ?
Description	What are the Baltic States ?
Description	What is the origin of infinity ?
Description	How has TV affected our society ?
Location	What is the capital of California ?
Location	What are the names of all the seas in the world and what ocean do they drain into ?
Entity	How do you say `` Grandma '' in Irish ?
Location	What state in the U.S. has the most blacks ?
Numeric	How many people live in the Falklands ?
Description	What do I have to do to get good grades in school ?
Numeric	How many types of lemurs are there ?
Abbreviation	What does U.S.S.R. stand for ?
Description	Why is the word `` abbreviation '' so long ?
Human	What dummy received an honorary degree from Northwestern University ?
Location	Where is the Rose Bowl played ?
Description	What does the word `` opera '' mean ?
Human	Who did Napolean defeat at Jena and Auerstadt ?
Numeric	When were the Olympic Games in which Nadia Comaneci became popular played ?
Entity	What shape-shifting menace did Rom come to Earth to fight ?
Abbreviation	What 's the abbreviation for trinitrotoluene ?
Numeric	How many equal angles are there in an isosceles triangle ?
Entity	Which infectious disease is the world 's deadliest ?
Numeric	How many sonnets did Shakespeare write ?
Description	How did Rocky Marciano die ?
Location	Where is the Abominable Snowman said to wander ?
Human	Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?
Description	How can your school march in the Macy 's Thanksgiving Parade ?
Entity	What are two plants that clothes are made from ?
Human	Which Bourbon king was restored to the French throne during Napoleon 's abdication ?
Numeric	How many penny-farthings are there on a Trivial Pursuit game board ?
Human	Who does data collection in tourism ?
Human	Whose acceptance speech of more than 3 minutes prompted a time limit on Academy Award thank-yous ?
Entity	What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?
Entity	What is the legal blood alcohol limit for the state of California ?
Numeric	How many dogs pull a sled in the Iditarod ?
Location	Where is Erykah Badu originally from ?
Description	What are the environmental influences on plant genetics ?
Entity	Name a film that has won the Golden Bear in the Berlin Film Festival ?
Numeric	How many different types of skunks are there ?
Description	How does the Nintendo `` Zapper '' work ?
Location	What state did Helen Keller call home ?
Numeric	What are the dimensions of an ice hockey goal ?
Numeric	What is the date of Bastille Day ?
Numeric	How many states have a `` lemon law '' for new automobiles ?
Description	What is Betsy Ross famous for ?
Entity	What is a fear of clouds ?
Human	What is Nicholas Cage 's occupation ?
Entity	What is the only vegetable that starts with `` z '' ?
Human	Who was Ben Casey 's boss ?
Description	How does ultraviolet light damage the DNA of skin cells ?
Human	What comedian created a punch-drunk pugilist named Cauliflower McPugg ?
Description	Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?
Description	What happened to Moon Maiden ?
Location	The Kentucky Horse Park is close to which American city ?
Description	How can I find a phone number of someone if I only know their email address ?
Entity	What are the languages spoken by the natives in Afghanistan ?
Numeric	How much could you rent a Volkswagen bug for in 1966 ?
Human	Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?
Entity	What do flatfish eat ?
Entity	What disease is transmitted by the Anopheles mosquito ?
Entity	What is the name of a Salt Lake City newspaper ?
Human	What was Mao , the Chinese leader 's , full name ?
Entity	What is the best-selling book of all time ?
Entity	What soap was touted as being `` for people who like people '' ?
Description	What is the origin of the word `` attic '' ?
Human	What title did Suzette Charles assume for two months in 1984 ?
Human	What President 's favorite Biblical quotation was : `` Come now , and let us reason together '' .
Location	Where does most of the marijuana entering the United States come from ?
Description	What are Maid-Rites ?
Description	How can I search for a word within my own webpage ?
Entity	What is the world 's best selling cookie ?
Entity	What fast food is prepared with a `` secret blend of 11 herbs and spices ? ''
Description	What is the difference between a classical and an acoustic guitar ?
Location	What river is Pocahontas buried along ?
Human	Who moderated the first Kennedy-Nixon TV debate ?
Description	What does Venus Retrograde mean ?
Description	How can I get rich quick ?
Description	How does color affect a person psychologically ?
Abbreviation	What does SHIELD stand for ?
Human	Who is the President of Ghana ?
Location	Where do I find information for foreclosure properties on the Internet ?
Entity	What two animals are specifically mentioned as being in Noah 's Ark ?
Numeric	How hot should the oven be when making Peachy Oat Muffins ?
Entity	What was cash-conscious Colonel Edwin L. Drake the first to drill ?
Numeric	How many characters makes up a word for typing test purposes ?
Human	Who was the author of `` John Brown 's Body '' ?
Description	What is the difference between a preface and a foreword ?
Abbreviation	What does NECROSIS mean ?
Entity	What kind of species is the monster in the film `` Jaws '' ?
Human	What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?
Entity	What kind of sports did they play in the years 1642-1649 , the English Civil War time ?
Entity	What 's the second-biggest-selling magazine in America ?
Human	Who famously rode to warn the people of Massachusetts that the British were coming ?
Numeric	What ratio of children of ages between two and eleven watch ` The Simpsons ' ?
Human	What is Larry King 's job ?
Description	What was an `` Asiento '' ?
Human	Name of heroine in `` Scruples '' ?
Human	What is the best college in the country ?
Location	What African capital is named for a U.S. president ?
Numeric	What is the horsepower of the shuttle boosters ?
Location	Where do the Grimace and Mayor McCheese live ?
Numeric	What is Martin Luther King Jr. 's real birthday ?
Entity	What line divided the North and South in the U.S. Civil War ?
Entity	What is the smallest thing seen under the most powerful microscope , and how big is it ?
Human	What writer is famous for physically putting himself into the center of his subject matter ?
Entity	What are the four natural aids used in riding a horse ?
Entity	What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?
Numeric	When did the art of quilting begin ?
Numeric	When was Babe Ruth born ?
Description	What is the definition of cosmology ?
Entity	What kind of guitar did Jimi Hendrix play ?
Location	What country does Ileana Cotrubas come from ?
Entity	What is the term for the side of the mountain that faces the prevailing winds ?
Description	How do you get bubblegum out of carpet ?
Location	What state in the United States covers the largest area ?
Human	What well-known TV talk show host was a lay preacher by the time he was seventeen ?
Numeric	What was the date of CNN 's first broadcast ?
Numeric	How many people were executed for Abraham Lincoln 's assassination ?
Numeric	How many varieties of apple are there ?
Numeric	In what year was actress Joan Collins born ?
Numeric	When was Microsoft established ?
Numeric	How many dots make up the symbol for `` because '' ?
Location	Where are the U.S. headquarters for Procter & Gamble ?
Human	Who is Zebulon Pike ?
Location	Where can I find scientific data , `` research papers , '' on textile engineering ?
Human	Who developed the first polio vaccine ?
Human	What are the only players eligible to score points in Roller Derby called ?
Location	What populous state covers 49 , 576 square miles ?
Description	What is the origin of thank you notes ?
Description	What is The Gay Science ?
Human	What army was founded by William Booth and his wife Catherine ?
Human	Who created the World Wide Web , WWW ?
Numeric	What is the chemical reactivity of neon ?
Entity	What did Jack exchange with the butcher for a handful of beans ?
Numeric	What is the chromosome number of an elephant ?
Location	Where can I get a map of Prussia on the Internet ?
Description	What was the importance of Magellan ?
Description	Why is the moon different sizes and colors ?
Description	What is a gas release event ?
Description	What is the origin of the word nevermind ?
Description	What is the biblical meaning of ` stones ' ?
Numeric	How much do tuberculosis combatting drugs cost ?
Human	Which college did Dikembe Mutombo play basketball at ?
Numeric	How tall was the animated King Kong ?
Human	What college enlivens Hanover , New Hampshire ?
Numeric	How many tiles did the Space Shuttle Columbia lose on its second flight ?
Entity	What Aesop 's fable has the moral : `` The race is not always to the swift. Slow and steady is bound to win '' ?
Human	What are the top ten all-time money making NFL teams ?
Entity	What musical instrument did Sherlock Holmes play ?
Description	What does idle mean ?
Numeric	How many head injuries are there in recreational ice skating each year ?
Description	What is the nature of snow and how is the formation of snow different from that of ice ?
Numeric	What is the horsepower of the shuttle boosters ?
Human	Who was the famous door-to-door brush salesman ?
Location	Where can stocks be traded on-line ?
Location	Where is Microsoft 's corporate headquarters located ?
Human	What major league baseball team compiled the best won-lost record between 1957 and 1983 ?
Location	Where can I find detailed information about Manchukuo ?
Human	In what high-risk business venture did Jimmy the Greek bet and lose ?
Location	What two European countries are joined by the Gran San Bernardo Pass ?
Entity	What are the chemicals used in glowsticks ?
Location	Where is Ocho Rios ?
Description	What are the words to the song sung by `` Banana in Pajamas '' ?
Human	Who was the second man to walk on the moon ?
Entity	What 's the name of the Tampa newspaper ?
Description	What does Choo Choo Charlie say ?
Location	What Caribbean island is sometimes called Little England ?
Location	What is the Homelite Inc. home page ?
Description	What is Smartnet ?
Human	What Mormon leader was said to have had 27 wives ?
Location	Where do people mountain climb in Nepal ?
Location	What country 's national passenger rail system is called Via ?
Numeric	What was the death toll at the eruption of Mount Pinatubo ?
Description	What are the lyrics to the Star Spangled Banner ?
Description	What is moxie ?
Description	What is the function of RAM ?
Entity	What is the best brand for a laptop computer ?
Location	What Kentucky city calls itself The Horse Center of America ?
Numeric	How old is too old for a child to not be talking ?
Human	When not adventuring on Rann , what does Adam Strange call his profession ?
Abbreviation	What does IBM stand for ?
Numeric	What are the odds of giving birth to twins ?
Human	Who founded the Unification Church ?
Description	What are the rules to `` snow golf '' ?
Entity	What Jules Verne novel features scientists held captive in the submarine Nautilus ?
Entity	What kind of nuts are used in marzipan ?
Human	Name the creator of `` The Muppets '' .
Numeric	How much snow equals an inch of rain ?
Description	How do birds find their way back to the same place every year ?
Entity	What war saw battles at Parrot 's Beak and Black Virgin ?
Entity	What species was Winnie the Pooh ?
Entity	What is the former name of Zimbabwe ?
Location	Which country is known as `` Big Bear '' ?
Numeric	How much did Lucy Van Pelt originally charge for psychiatric sessions ?
Human	Which of the following did not receive a 1983 `` Outstanding Mother Award '' from the National Mother 's Day Committee ?
Entity	What is the fear of the computer called ?
Numeric	In what year did Thatcher gain power ?
Human	Who killed Martin Luther King ?
Entity	What did the forward-thinking Simon Brothers Bakery of Chicago insert into bagels to boost business ?
Numeric	What is the latitude and longitude of El Paso , Texas ?
Entity	What book did Aaron Hass write ?
Numeric	When are sheep shorn ?
Entity	What Peter Blatty novel recounts the horrors of Regan MacNeil 's possession by the devil ?
Entity	What 's an easy way to count the approximate number of fish in a lake ?
Entity	What astronomical phenomenon takes place in Jan. 1999 ?
Location	What city does McCarren Airport serve ?
Numeric	What day of the week sees the most fatal car accidents ?
Numeric	How many bottles of wine were prisoners in the Bastille allowed per day ?
Human	What comedienne calls her sister-in-law Captain Bligh and her mother-in-law Moby Dick ?
Entity	What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?
Entity	What is the term that describes a word where only one usage has been recorded in all literature ?
Location	Where did Dikembe Mutombo go to college ?
Entity	What has to be produced in a writ of habeas corpus ?
Location	What Scandinavian capital is built on nine bridge-connected islands ?
Entity	What animals did The Amazing Three masquerade as ?
Entity	What kind of books does Fodor 's publish ?
Entity	What is a fear of fur ?
Human	Who is the composer of `` Canon in D Major '' ?
Description	What is a Guild ?
Human	Who is the voice of Miss Piggy ?
Description	What is hypertext ?
Human	Name Alvin 's brothers
Location	Where did George of the Jungle live ?
Human	Who else was considered for the role of Luke Skywalker when George Lucas was casting for Star Wars ?
Description	What is the difference between molecules and compounds ?
Numeric	What is the per-capita income of Colombia , South America ?
Entity	What comic strip sometimes features a mailman named Beasley ?
Description	Why is the development of space so important ?
Description	How do plants make food ?
Entity	What is the best selling computer model ever ?
Entity	What is the best way to remove wallpaper ?
Description	How can you be happy ?
Entity	In AD 999 , what sort of celebrations , fears , were there ?
Description	What is the song Stairway to Heaven by Led Zeppelin about ?
Human	What former African leader held his country 's boxing title for nine years ?
Entity	What nutrients are for healthy bones and teeth ?
Entity	Name Li 'l Abner 's favorite Indian drink .
Numeric	What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize ?
Entity	What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?
Human	What actress holds the record for the most appearances on the cover of Life ?
Location	What country 's flag is field green ?
Entity	What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?
Human	Name the company that used the line , `` Even your best friend won 't tell you '' in its ad ?
Description	How did Edith Bunker die ?
Entity	What was the name of Robert Fulton 's most famous steamboat ?
Description	How do I start a bank ?
Numeric	How many Americans fought for the British in the American Revolution ?
Description	How can I gain access to a spy satelite ?
Location	Which continent has the most roses ?
Entity	What type of bridge is the Golden Gate Bridge ?
Location	What country in Latin America is the largest one ?
Abbreviation	What does the abbreviation OAS stand for ?
Human	Who was actress June Havoc 's legendary sister ?
Human	Who was Red Grange ?
Numeric	How many minutes were there on the original GE College Bowl clock ?
Entity	What war did Johnny Reb and Billy Yank fight ?
Description	What is a horologist ?
Description	What is the origin of the typing practice sentence `` Now is the time for all good men to come to the aid of their country '' ?
Description	What is Cabarnet Sauvignon ?
Numeric	What is the price for AAA 's liability auto insurance ?
Numeric	When did humans first begin to write history seriously ?
Numeric	How long does a fly live ?
Entity	What are three ways in which wind is created on the earth ?
Description	How was Teddy Roosevelt related to FDR ?
Human	What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?
Human	What is the name of the pop singer whose song became the theme song for a brand of catsup ?
Entity	What two body parts grow all your life ?
Entity	What did Aaron Hass write ?
Human	What baseball team was routinely called `` dem bums '' by its frustrated fans ?
Human	What group starred in the movie Rock Around the Clock ?
Location	What direction do the best surfing beaches face ?
Description	What is the origin of U.S. Army sergeant 's stripes ?
Entity	What do the Japanese call Japan ?
Location	What cathedral was Thomas Becket murdered in ?
Entity	What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?
Location	What two countries share the Khyber Pass ?
Numeric	How many times a day does the typical person go to the bathroom ?
Location	Where is former Pro wrestler Johnny `` Rubber Man '' Walker ?
Description	What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?
Description	What is Black Hills , South Dakota most famous for ?
Entity	What element , from the Periodic Table , is a gas or a solid , but never a liquid ?
Numeric	What is the regular price ?
Description	What is literary criticism ?
Human	Who would you use the Heimlich maneuver on ?
Entity	What materials did the three little pigs use to build their houses ?
Description	What is it like to experience a near death episode ?
Entity	What do you call a date that contains sequencing numbers , like 9-8-98 ?
Numeric	What is the exchange rate for Australian to American money ?
Entity	Stuart Hamblen is considered to be the first singing cowboy of what ?
Numeric	How much energy is released when oxygen and hydrogen mix ?
Description	What did the Confederate Constitution say about slavery ?
Location	What three European countries begin with the letter A ?
Description	What is D.B. Cooper known for ?
Numeric	When did the American Civil War end ?
Description	How does salt melt ice and snow ?
Human	Who invented batteries ?
Location	Where does chocolate come from ?
Entity	What does it take to become a lawyer ?
Description	How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?
Numeric	When did Hitler come to power in Germany ?
Human	What creative genius said : `` Everything comes to him who hustles while he waits '' ?
Entity	What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?
Human	What actor and actress have made the most movies ?
Description	Define the Pheonix Club ?
Location	What man-made waterways is 1.76 miles long ?
Description	How can someone become a federal agent ?
Entity	What does a farrier put shoes on ?
Description	Why do you say `` God bless you '' when people sneeze ?
Human	Name of heroine in `` Scruples '' ?
Entity	What Shakespearean play featured Shylock ?
Description	Why do they sterilize the needle for lethal injection ?
Numeric	What will the California gas tax be in the year 2000 ?
Human	What actor first portrayed James Bond ?
Numeric	How many blacks served in the Vietnam War
Human	Who won the Nobel Peace Prize in 1991 ?
Entity	What color is an Arctic fox in winter ?
Location	What is the richest state in the U.S. ?
Location	Where on the Internet can I get chemicals importers ?
Human	Who sang about Desmond and Molly Jones ?
Location	What is the capital of Congo ?
Numeric	What year did the War of 1812 begin ?
Description	How do you recognize anorexia ?
Location	Name a country that is developing a magnetic levitation railway system ?
Description	Why are haunted houses popular ?
Numeric	How many times can a nickel-cadmium rechargeable battery be recharged ?
Human	Who headed Hitler 's infamous Gestapo ?
Human	Who is the French literary charcter who is chiefly famous for his enormous nose ?
Numeric	How many shillings more than 2 were there in a guinea ?
Description	What is Greek pita ?
Human	What Pope inaugurated Vatican International Radio ?
Location	Where is Procter & Gamble headquartered in the U.S. ?
Entity	What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?
Description	What clause in the U.S. Constitution may not be changed , altered or amended ?
Entity	The Jewish alphabet is known as what ?
Human	What double talking `` professor '' holds a doctorate in Nothing ?
Human	Who followed Willy Brandt as chancellor of the Federal Republic of Germany ?
Numeric	What is the wingspan of a condor ?
Location	What 's the longest river in the world ?
Human	What director made one silent and one sound version of The Ten Commandments ?
Entity	What was the first English play written exclusively for children ?
Description	What are the benefits of home school ?
Description	What is Australia Day ?
Location	Where is Hearst Castle , built by publisher William Randolph Hearst ?
Human	Who is the leader of Brunei ?
Human	Who is the famous sister of actress Olivia De Havilland ?
Entity	What was the name of Sergeant Preston of the Yukon 's lead dog ?
Entity	What is the term for someone who hates mankind ?
Entity	What is the name of the game that Garry Kasparov plays ?
Abbreviation	What is the abbreviated form of the National Bureau of Investigation ?
Human	What bestselling modern poet was the co-founder of the famous City Lights Bookshop in San Francisco ?
Human	What count did Alexandre Dumas write about ?
Description	What does the word terrorism mean ?
Location	Where is Procter & Gamble based in the U.S. ?
Numeric	How tall was the animated Frankenstein
Description	What is the definition of ` graphic details ' ?
Location	What country surrounds San Marino , the world 's smallest Republic ?
Human	Who established a Viking colony in Greenland about 985 ?
Location	What are the two cities in Dicken 's `` A Tale of Two Cities '' ?
Numeric	What is the size of the largest akita ?
Description	How do you handle a hungry man ?
Location	What Mediterranean island is home to the first Club Med ?
Location	Which large U.S. city had the highest murder rate for 1988 ?
Human	Who was the only president to serve two nonconsecutive terms ?
Numeric	When was Queen Victoria born ?
Numeric	What year was Janet Jackson 's first album released ?
Description	Hazmat stands for what ?
Numeric	How many different kinds of ice cream are there ?
Description	How did Bob Marley die ?
Entity	What must be exceeded to produce a sonic boom ?
Location	What country covers 8 , 600 , 387 square miles ?
Location	What U.S. state are the Finger Lakes in ?
Human	Name of the lady the Great Gatsby pines for ?
Description	How do I know someone is truly in love with me ?
Description	What have you not let a tennis ball do if you volley ?
Description	What are Bellworts ?
Description	What are the seven deadly sins ?
Human	Who were the 1974 Oscar winners ?
Location	Where does the Santa Fe Trail begin and end ?
Numeric	How many American soldiers have died for their country to date ?
Entity	Which comic book was not spawned directly from the pulp magazines ?
Description	How do you make a paintball ?
Description	How can I find a list of celebrities ' real names ?
Location	What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?
Entity	What foods contain the most protein ?
Description	How does crosstalk relate to InSb thickness in infrared detectors ?
Description	What is different about the red and black fox ?
Human	What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?
Description	What is a Certified Nurse Midwife ?
Location	Where is the largest dam in the world ?
Numeric	What is the population of the United States ?
Human	What Scottish poet penned To a Mouse and To a Louse ?
Numeric	How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce ?
Abbreviation	What does `` B.Y.O.B. '' mean ?
Numeric	What is the fare cost for the round trip between New York and London on Concorde ?
Description	Why are there olives in martinis ?
Description	How can I get a CCT diagram ?
Location	Where was Christopher Columbus born ?
Description	What 's the origin of the word ` news ' ?
Human	Which of the Seven Dwarfs comes first alphabetically ?
Human	Who is Mia Farrow 's mother ?
Location	What states do not have state income tax ?
Human	What is Goldfinger 's first name ?
Human	Who first broke the sound barrier ?
Numeric	Approximately how many students are enrolled at the University of Massachusetts ?
Location	What was the first town to be chartered in Vermont ?
Entity	What movie has made the most money ?
Entity	What board game does a `` wood-pusher '' play poorly ?
Entity	What are the historical trials following World War II called ?
Description	In My Antonia , how is Mr. Shimerda out of place on the farm ?
Human	What 's the nickname of oddsmaker Jimmy Snyder ?
Entity	What British TV series featured Emma Peel ?
Location	What 's the second-highest mountain in the world ?
Numeric	How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?
Location	In what county is Eckley Colorado ?
Numeric	What is President Nixon 's birthdate ?
Description	What is the origin of the city `` Corpus Christi '' ?
Location	Where are the Union Stockyards ?
Numeric	What is the fine for having a dog on a beach ?
Numeric	How many acres in a mile ?
Entity	What new year is celebrated on February 16th ?
Numeric	What geological time do we live in ?
Human	What President lived at 219 North Delaware Street , Independence , Missouri ?
Description	What does Freddy Freeman say to become Captain Marvel Jr. ?
Entity	What are the ages in comic book lingo ?
Description	What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''
Human	Who was in Death of a Salesman original movie , not 1985 ?
Numeric	How many logarithmic scales are there on a slide rule ?
Entity	What is a fear of motion ?
Entity	What 1942 espionage movie reunited director John Huston with Maltese Falconers Humphrey Bogart , Mary Astor , and Sidney Greenstreet ?
Numeric	How hot should the oven be when baking Peachy Oat Muffins ?
Description	What is a Cartesian Diver ?
Human	Who banned Peter Rose from baseball for betting on games ?
Abbreviation	What does BTU mean ?
Human	What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?
Entity	What carries sperm up into the pelvic region ?
Description	What is a specimen of basidiomycetes ?
Human	What corporation does Madonna advertise for ?
Numeric	What year did the United States pass the Copyright law ?
Location	Where can I find up-to-date coastal ocean surface temperature information , preferably along North America and the Caribbean ?
Numeric	How much of the earth 's surface is permanently frozen ?
Location	What country 's people are the top television watchers ?
Location	Where can I find information about touring the Philippines ?
Entity	What is the most efficient way to start a barbeque ?
Numeric	How many times a day should you take a prescription marked `` q.i.d . '' ?
Human	What U.S. Air Force general led the first bombing raid over Tokyo ?
Entity	What kind of crystals exist ?
Description	What is a `` repeating voter '' ?
Description	How did people respond to the idea of the first millenium ?
Location	What country do the Galapagos Islands belong to ?
Entity	In Beetle Bailey , can you name Sarge 's dog ?
Human	What suburban housewife and mother of three wrote The Feminine Mystique ?
Location	In what city does Maurizio Pellegrin now live ?
Human	What hockey team did Wayne Gretzky play for ?
Description	What is the origin of the word `` amen '' ?
Human	Who is Desmond Tutu ?
Numeric	When did the Bounty mutiny take place ?
Human	What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?
Entity	What book opens : `` At a certain village in La Mancha , which I shall not name.. . '' ?
Entity	What 's another word that means `` knows all '' ?
Entity	What is money made of ?
Numeric	How many spaces follow a period at the end of a sentence ?
Human	Who says , `` If you don 't look good , we don 't look good '' ?
Entity	What chemicals are used in lethal injection ?
Location	What are the world 's four oceans ?
Entity	What baseball outcome required nine balls in 1879 , eight balls in 1880 and seven balls in 1881 ?
